"go_id","go_name","aspect","n_pathway","n_matched","dsge","p_value","p_adj"
"GO:0099634","postsynaptic specialization membrane","CC",36,36,0.621976261705903,0,0
"GO:0060078","regulation of postsynaptic membrane potential","BP",69,53,0.566325646225916,5.38458166943201e-15,4.84612350248881e-12
"GO:1904315","transmitter-gated monoatomic ion channel activity involved in regulation of postsynaptic membrane potential","MF",41,41,0.610942998492648,4.6296300126869e-15,4.84612350248881e-12
"GO:0098982","GABA-ergic synapse","CC",116,115,0.369302999443784,3.85520415591145e-10,2.60226280524023e-07
"GO:0045211","postsynaptic membrane","CC",242,236,0.204638919788445,1.66175128102353e-09,8.97345691752705e-07
"GO:0032590","dendrite membrane","CC",34,32,0.770986513199357,2.14092411576772e-09,9.63415852095473e-07
"GO:1904862","inhibitory synapse assembly","BP",25,25,0.899791531188526,4.69592119634044e-09,1.81128389001703e-06
"GO:0098978","glutamatergic synapse","CC",567,545,0.115691623006103,7.56209511676431e-09,2.55220710190796e-06
"GO:0007612","learning","BP",43,43,0.506977823697992,4.96024424756492e-08,1.48807327426947e-05
"GO:0007268","chemical synaptic transmission","BP",214,194,0.215408100895537,1.97891212261325e-07,5.34306273105578e-05
"GO:0007399","nervous system development","BP",381,373,0.137084844257202,2.53914864611904e-07,6.23245576774673e-05
"GO:0099560","synaptic membrane adhesion","BP",33,33,0.656770266005731,3.03035067872326e-07,6.81828902712733e-05
"GO:0042734","presynaptic membrane","CC",160,156,0.242924630187064,4.54220392198668e-07,9.43380814566463e-05
"GO:0030425","dendrite","CC",482,479,0.11884329700845,5.994444905566e-07,0.000115607151750201
"GO:0032281","AMPA glutamate receptor complex","CC",28,28,0.817995161569583,7.9081628949762e-07,0.000142346932109572
"GO:0098839","postsynaptic density membrane","CC",117,117,0.293091589224169,1.01941857467702e-06,0.000172026884476748
"GO:0043235","signaling receptor complex","CC",199,198,0.180426344898681,2.21989436240966e-06,0.000352571457559181
"GO:0034220","monoatomic ion transmembrane transport","BP",155,151,0.239662485712698,2.87951564236222e-06,0.000431927346354333
"GO:0051965","positive regulation of synapse assembly","BP",49,47,0.494318800941443,3.39154678237197e-06,0.00048195664802128
"GO:0007214","gamma-aminobutyric acid signaling pathway","BP",36,25,0.794223714772752,4.23578823764981e-06,0.000571831412082724
"GO:0007156","homophilic cell-cell adhesion","BP",176,170,0.214533955132199,4.99171579864122e-06,0.000585984028536143
"GO:0030182","neuron differentiation","BP",165,164,0.224747617435828,4.83584245229984e-06,0.000585984028536143
"GO:0043204","perikaryon","CC",153,152,0.237240363112886,4.69683920368835e-06,0.000585984028536143
"GO:0007519","skeletal muscle tissue development","BP",38,36,0.561775571550614,5.54476715085572e-06,0.000623786304471269
"GO:0030672","synaptic vesicle membrane","CC",143,134,0.253757733372451,7.81872043098542e-06,0.00081944732261598
"GO:0050804","modulation of chemical synaptic transmission","BP",112,111,0.288244489564521,7.89097421778351e-06,0.00081944732261598
"GO:0001666","response to hypoxia","BP",140,138,0.240060726416879,8.21656288806372e-06,0.000821656288806372
"GO:0043197","dendritic spine","CC",152,151,0.230758285201768,1.19125107710838e-05,0.00110909583041125
"GO:0071392","cellular response to estradiol stimulus","BP",34,34,0.628895856177042,1.18346892061916e-05,0.00110909583041125
"GO:0008201","heparin binding","MF",132,123,0.260112852206258,1.89495391103134e-05,0.0017054585199282
"GO:0005216","monoatomic ion channel activity","MF",186,182,0.199372666603402,3.52447788136367e-05,0.0029737782124006
"GO:0042393","histone binding","MF",191,162,0.199029784599175,3.50721270966581e-05,0.0029737782124006
"GO:0051932","synaptic transmission, GABAergic","BP",38,24,0.820352001578259,3.76682797888384e-05,0.00308195016454132
"GO:0010976","positive regulation of neuron projection development","BP",110,106,0.282780208000921,4.21117393246462e-05,0.00334416753460426
"GO:0006811","monoatomic ion transport","BP",223,217,0.175790625992984,4.7385911146125e-05,0.00355394333595938
"GO:0009410","response to xenobiotic stimulus","BP",185,183,0.178959707264434,4.69421683244042e-05,0.00355394333595938
"GO:0030225","macrophage differentiation","BP",28,23,0.822806196354197,5.17813407987289e-05,0.00372245316833965
"GO:0140150","gel phase of interstitial matrix","CC",31,29,0.686462116306882,5.23900816284839e-05,0.00372245316833965
"GO:0015276","ligand-gated monoatomic ion channel activity","MF",35,35,0.585677018929099,5.5227451576112e-05,0.00382343895526929
"GO:0005123","death receptor binding","MF",18,17,1.03721992441448,5.88730495872158e-05,0.00397393084713707
"GO:0014069","postsynaptic density","CC",266,265,0.151886601690772,6.81075511296037e-05,0.0042377345042528
"GO:0051966","regulation of synaptic transmission, glutamatergic","BP",30,29,0.680286072719297,6.71394891847421e-05,0.0042377345042528
"GO:0071456","cellular response to hypoxia","BP",138,120,0.25620657156352,6.97702399242939e-05,0.0042377345042528
"GO:0071732","cellular response to nitric oxide","BP",15,15,1.20142345781941,6.71150674310339e-05,0.0042377345042528
"GO:1903561","extracellular vesicle","CC",162,59,0.39036020821121,7.06289084042133e-05,0.0042377345042528
"GO:0030336","negative regulation of cell migration","BP",192,136,0.233765162889861,7.28061350027676e-05,0.0042734035762494
"GO:0004890","GABA-A receptor activity","MF",37,19,0.93996222014734,8.17912465978732e-05,0.00441672731628515
"GO:0006493","protein O-linked glycosylation","BP",60,58,0.395982306000807,8.04727606605327e-05,0.00441672731628515
"GO:0031012","extracellular matrix","CC",488,453,0.110811250909212,7.87773836724015e-05,0.00441672731628515
"GO:1902711","GABA-A receptor complex","CC",19,19,0.93996222014734,8.17912465978732e-05,0.00441672731628515
"GO:0099505","regulation of presynaptic membrane potential","BP",31,28,0.694469680169638,8.49219366176102e-05,0.00449586723269701
"GO:0099507","ligand-gated monoatomic ion channel activity involved in regulation of presynaptic membrane potential","MF",19,16,1.02531706586853,9.08532550466634e-05,0.00462837337030172
"GO:0150104","transport across blood-brain barrier","BP",87,85,0.319201118230502,8.9557171407173e-05,0.00462837337030172
"GO:0007187","G protein-coupled receptor signaling pathway, coupled to cyclic nucleotide second messenger","BP",54,52,0.413159789662341,9.46809929532888e-05,0.00464797601770691
"GO:0048787","presynaptic active zone membrane","CC",37,36,0.534884968569952,9.37558287332219e-05,0.00464797601770691
"GO:0005178","integrin binding","MF",157,145,0.2122882884354,0.00010058759374918,0.00484975898433544
"GO:0043005","neuron projection","CC",308,302,0.140496933891208,0.000107344341191029,0.00499706415889273
"GO:0048167","regulation of synaptic plasticity","BP",56,55,0.422753912338023,0.000107083401585395,0.00499706415889273
"GO:0051260","protein homooligomerization","BP",130,127,0.219327493767104,0.000116649674113878,0.00533820542555034
"GO:0098794","postsynapse","CC",247,227,0.167416774171986,0.00011988754082517,0.00539493933713264
"GO:0042383","sarcolemma","CC",114,112,0.263291886067702,0.000127284881788892,0.00559251340137342
"GO:0043410","positive regulation of MAPK cascade","BP",201,181,0.192826500805335,0.000128420678105612,0.00559251340137342
"GO:0008083","growth factor activity","MF",146,124,0.245053511236604,0.000131068498336817,0.00561722135729216
"GO:0007616","long-term memory","BP",28,28,0.68002494171043,0.000138639068565893,0.00575885361735249
"GO:0043679","axon terminus","CC",60,59,0.384132438479477,0.000137371010312704,0.00575885361735249
"GO:0050839","cell adhesion molecule binding","MF",134,129,0.236898597210323,0.0001485459778232,0.0060768809109491
"GO:0035235","ionotropic glutamate receptor signaling pathway","BP",45,23,0.784719581300146,0.000154738569184387,0.00623573338504247
"GO:0004714","transmembrane receptor protein tyrosine kinase activity","MF",60,50,0.43094811474258,0.000159850643333193,0.0063470108382297
"GO:0050840","extracellular matrix binding","MF",30,30,0.621679119348091,0.000165323480665935,0.00637676282568608
"GO:0070374","positive regulation of ERK1 and ERK2 cascade","BP",193,174,0.19595506826279,0.000163661666000758,0.00637676282568608
"GO:0048146","positive regulation of fibroblast proliferation","BP",38,35,0.557365252401658,0.000212865023075481,0.00798243836533055
"GO:2001237","negative regulation of extrinsic apoptotic signaling pathway","BP",30,28,0.667476231594496,0.000210491881536601,0.00798243836533055
"GO:0030335","positive regulation of cell migration","BP",287,254,0.153584321828328,0.000234130474105521,0.00865962027513569
"GO:0008542","visual learning","BP",24,24,0.753153073899496,0.000238702638729471,0.00870942060229151
"GO:0035249","synaptic transmission, glutamatergic","BP",32,32,0.593421923763698,0.000242936917588421,0.00874572903318316
"GO:0007613","memory","BP",53,52,0.404006204764472,0.000253450226284591,0.00893507618153791
"GO:0043025","neuronal cell body","CC",363,360,0.123922535945142,0.00026143371049685,0.00893507618153791
"GO:0099509","regulation of presynaptic cytosolic calcium ion concentration","BP",16,16,0.980146172573473,0.000260037055084994,0.00893507618153791
"GO:0099645","neurotransmitter receptor localization to postsynaptic specialization membrane","BP",20,20,0.888030047150164,0.000261088957083866,0.00893507618153791
"GO:0043198","dendritic shaft","CC",43,43,0.454814956399518,0.000265243598602538,0.00895197145283566
"GO:0001974","blood vessel remodeling","BP",19,18,0.901298526775531,0.000274783409911983,0.00915944699706609
"GO:0007411","axon guidance","BP",151,150,0.212047689199841,0.000298487409035109,0.009792191152385
"GO:0098992","neuronal dense core vesicle","CC",25,25,0.692306663276203,0.000301019209499243,0.009792191152385
"GO:0098793","presynapse","CC",230,226,0.164611063117293,0.000326730014666043,0.0105020361856943
"GO:0098685","Schaffer collateral - CA1 synapse","CC",95,94,0.287277385297007,0.000333087783049624,0.0105804354615763
"GO:0099171","presynaptic modulation of chemical synaptic transmission","BP",36,36,0.517479814639909,0.000359234434954681,0.01127829039974
"GO:0048018","receptor ligand activity","MF",167,156,0.203820871248172,0.000373952757892682,0.0116054304173591
"GO:0007507","heart development","BP",156,149,0.212455440381243,0.000381097976521327,0.0116927788250862
"GO:0007416","synapse assembly","BP",69,69,0.347173039110907,0.000391323444687741,0.0118716101197405
"GO:0071560","cellular response to transforming growth factor beta stimulus","BP",60,56,0.389462700263352,0.000403006461083721,0.0120901938325116
"GO:0099170","postsynaptic modulation of chemical synaptic transmission","BP",26,26,0.675417016821069,0.000410649495235116,0.0121841059025804
"GO:0007417","central nervous system development","BP",139,139,0.219621131024202,0.00044036799021494,0.0128471138739142
"GO:0060076","excitatory synapse","CC",34,32,0.57933961285353,0.000442511700101489,0.0128471138739142
"GO:0051489","regulation of filopodium assembly","BP",15,15,1.06272657477529,0.000447837492150793,0.0128634173277356
"GO:1902042","negative regulation of extrinsic apoptotic signaling pathway via death domain receptors","BP",25,22,0.760709137145287,0.00049145756388731,0.0139677412894288
"GO:0032809","neuronal cell body membrane","CC",29,28,0.640645988190383,0.000501626463170401,0.0141082442766675
"GO:0005230","extracellular ligand-gated monoatomic ion channel activity","MF",51,47,0.432207133919428,0.0005735582935117,0.0159650246647587
"GO:0030165","PDZ domain binding","MF",88,86,0.295941722742788,0.000587368056734838,0.0161825893182047
"GO:0005201","extracellular matrix structural constituent","MF",177,125,0.231001715279778,0.000614588425708218,0.016761502519315
"GO:0010595","positive regulation of endothelial cell migration","BP",64,58,0.373441781850121,0.000633240974171612,0.0170975063026335
"GO:1900006","positive regulation of dendrite development","BP",15,15,1.03616989564727,0.000642966499055964,0.0171882133411
"GO:0071549","cellular response to dexamethasone stimulus","BP",16,16,0.936632944009944,0.000661105255851913,0.0174998450078447
"GO:0001764","neuron migration","BP",69,69,0.339363919173016,0.000682123305290294,0.0178809021775126
"GO:0010628","positive regulation of gene expression","BP",923,351,0.124050688071918,0.000693638499611948,0.0180079225860794
"GO:0050767","regulation of neurogenesis","BP",42,40,0.48224444751614,0.00076091573862721,0.0195664047075568
"GO:0098688","parallel fiber to Purkinje cell synapse","CC",23,23,0.723598498042193,0.000795575161836903,0.0202646503486758
"GO:0031093","platelet alpha granule lumen","CC",67,62,0.356200019182821,0.000833384212616828,0.021029321252948
"GO:1902476","chloride transmembrane transport","BP",139,108,0.251591115189535,0.00088013588934055,0.0220033972335137
"GO:0045778","positive regulation of ossification","BP",17,16,0.919735088014005,0.000932314898491571,0.0230940387699747
"GO:0042127","regulation of cell population proliferation","BP",148,131,0.22347877121316,0.000976003346173027,0.0239564457697016
"GO:0008285","negative regulation of cell population proliferation","BP",379,332,0.126427224982755,0.000998956872644396,0.024298950956215
"GO:0005518","collagen binding","MF",70,62,0.35318232804763,0.00106071290988242,0.0255707576489512
"GO:0036477","somatodendritic compartment","CC",17,17,0.893600978926285,0.00110672916970171,0.0264439713114569
"GO:0007169","cell surface receptor protein tyrosine kinase signaling pathway","BP",118,118,0.23507611336544,0.00117670316650844,0.0278692855225684
"GO:0017080","sodium channel regulator activity","MF",36,35,0.516196671421771,0.00127079094856389,0.0298359614010653
"GO:0048514","blood vessel morphogenesis","BP",17,16,0.902822534366745,0.00130269931868885,0.030321449659137
"GO:0070588","calcium ion transmembrane transport","BP",159,134,0.216637218132308,0.00137266587262984,0.0316769047529963
"GO:0045669","positive regulation of osteoblast differentiation","BP",65,55,0.382902499157244,0.00143905635067284,0.032927560566243
"GO:1905606","regulation of presynapse assembly","BP",27,27,0.625863980875988,0.00147156966685795,0.033388555466525
"GO:0003682","chromatin binding","MF",498,478,0.102064684496465,0.00153207461216704,0.0334408564272741
"GO:0022851","GABA-gated chloride ion channel activity","MF",22,15,0.972064305080226,0.00153580229517851,0.0334408564272741
"GO:0030900","forebrain development","BP",75,33,0.526660826916407,0.00150329567986892,0.0334408564272741
"GO:0042043","neurexin family protein binding","MF",16,16,0.89505379565186,0.00151444195929846,0.0334408564272741
"GO:0043209","myelin sheath","CC",29,29,0.594031581176173,0.00148912935442053,0.0334408564272741
"GO:0071277","cellular response to calcium ion","BP",69,69,0.327638889513838,0.00157110002753326,0.0339357605947183
"GO:0043523","regulation of neuron apoptotic process","BP",26,26,0.632376021953784,0.00166939105998633,0.0357726655711355
"GO:0050679","positive regulation of epithelial cell proliferation","BP",43,41,0.456219797704074,0.00172406384650373,0.0366533258705518
"GO:0017147","Wnt-protein binding","MF",31,31,0.553112394893071,0.00174842893478795,0.0368809228431833
"GO:0043202","lysosomal lumen","CC",101,94,0.268745209293681,0.00178327330630574,0.0371662364952729
"GO:0051480","regulation of cytosolic calcium ion concentration","BP",46,41,0.455532676424043,0.00178948546088351,0.0371662364952729
"GO:0007626","locomotory behavior","BP",32,32,0.543508107152859,0.00181845748939179,0.037195721373923
"GO:0008277","regulation of G protein-coupled receptor signaling pathway","BP",45,44,0.438172475331372,0.00180521138748416,0.037195721373923
"GO:0043525","positive regulation of neuron apoptotic process","BP",59,53,0.383452424659217,0.00185340064123092,0.0376254265513044
"GO:0003151","outflow tract morphogenesis","BP",46,42,0.442549149684598,0.00190041214274435,0.0380082428548869
"GO:0048008","platelet-derived growth factor receptor signaling pathway","BP",22,18,0.813393222113681,0.00188659717410197,0.0380082428548869
"GO:0001755","neural crest cell migration","BP",34,34,0.516452349507264,0.00205322514015822,0.0407625579296117
"GO:0060045","positive regulation of cardiac muscle cell proliferation","BP",27,17,0.857040949652405,0.00214946318217962,0.0423616831524451
"GO:0004653","polypeptide N-acetylgalactosaminyltransferase activity","MF",19,19,0.790863510244792,0.00219402696626877,0.0427463881440962
"GO:0005184","neuropeptide hormone activity","MF",34,30,0.555680167095314,0.00220064738964051,0.0427463881440962
"GO:0007215","glutamate receptor signaling pathway","BP",35,17,0.853603291062489,0.00228452197988445,0.0439551622291629
"GO:1903779","regulation of cardiac conduction","BP",22,20,0.766258963835834,0.00229543624974518,0.0439551622291629
"GO:0021766","hippocampus development","BP",40,40,0.458865739660937,0.00232781907768477,0.0440480257718109
"GO:0046330","positive regulation of JNK cascade","BP",96,92,0.267627411322621,0.00233291395754406,0.0440480257718109
"GO:0005102","signaling receptor binding","MF",431,400,0.112006774568321,0.00235100176138207,0.0440812830259137
"GO:0048168","regulation of neuronal synaptic plasticity","BP",27,22,0.699302733782423,0.00247196095495288,0.0460296177818812
"GO:0001501","skeletal system development","BP",100,96,0.260354504359652,0.00253330645642201,0.0465301185873431
"GO:0016529","sarcoplasmic reticulum","CC",53,53,0.378617214770283,0.00252550055993547,0.0465301185873431
"GO:0045665","negative regulation of neuron differentiation","BP",29,28,0.587448838022108,0.00256390555693432,0.0467739527278558
"GO:0051963","regulation of synapse assembly","BP",38,36,0.484436366362783,0.00260128326280485,0.0471373477152558
"GO:0004115","3',5'-cyclic-AMP phosphodiesterase activity","MF",22,22,0.696511899976001,0.00264722442281734,0.0476500396107121
"GO:0001938","positive regulation of endothelial cell proliferation","BP",64,60,0.344431384154244,0.00271491934686378,0.0485449154737231
"GO:0007420","brain development","BP",181,174,0.180930781649164,0.00278068761643056,0.0490709579370098
"GO:0060412","ventricular septum morphogenesis","BP",32,30,0.549187157622995,0.0027768616326276,0.0490709579370098
"GO:0007409","axonogenesis","BP",86,84,0.279228433367724,0.00297670604165929,0.0521890020290915
"GO:0009408","response to heat","BP",32,31,0.539071493723721,0.00304894472723234,0.0528364415640616
"GO:0016266","protein O-linked glycosylation via N-acetyl-galactosamine","BP",35,35,0.494270625325427,0.00306172192961857,0.0528364415640616
"GO:0021987","cerebral cortex development","BP",61,60,0.3428084805962,0.00311147933655029,0.0528364415640616
"GO:0071320","cellular response to cAMP","BP",55,50,0.390130501952886,0.00310328870891644,0.0528364415640616
"GO:2000300","regulation of synaptic vesicle exocytosis","BP",35,35,0.493984752595941,0.00309610165315448,0.0528364415640616
"GO:0001540","amyloid-beta binding","MF",89,85,0.278270298616297,0.00317657918955083,0.0529547484239542
"GO:0010811","positive regulation of cell-substrate adhesion","BP",17,17,0.83542960789488,0.00314020026862653,0.0529547484239542
"GO:1903427","negative regulation of reactive oxygen species biosynthetic process","BP",19,15,0.918357697658422,0.00317728490543725,0.0529547484239542
"GO:0048666","neuron development","BP",51,50,0.389115449836372,0.00330551656791774,0.0540902711113813
"GO:0050811","GABA receptor binding","MF",19,18,0.785958347305738,0.00327613322700368,0.0540902711113813
"GO:0098609","cell-cell adhesion","BP",213,206,0.162975602893735,0.0032874093182764,0.0540902711113813
"GO:0051897","positive regulation of phosphatidylinositol 3-kinase/protein kinase B signal transduction","BP",195,180,0.175400148769141,0.00334600274958696,0.0544229362884626
"GO:0097110","scaffold protein binding","MF",78,77,0.291554437939229,0.00337750760403694,0.0546064103646692
"GO:0007623","circadian rhythm","BP",77,75,0.296629244862262,0.00342711314072822,0.054752695147729
"GO:0051056","regulation of small GTPase mediated signal transduction","BP",116,116,0.228921429525789,0.00342095505851556,0.054752695147729
"GO:0005912","adherens junction","CC",205,193,0.168735059130176,0.00348827866089494,0.0554020728495079
"GO:0060077","inhibitory synapse","CC",16,16,0.849840453838262,0.0035117913955604,0.055449337824638
"GO:0007267","cell-cell signaling","BP",225,204,0.164299869870468,0.00357813221844915,0.0561683545919343
"GO:0098696","regulation of neurotransmitter receptor localization to postsynaptic specialization membrane","BP",18,18,0.778270744343776,0.00380980027694557,0.0594593106806535
"GO:0003407","neural retina development","BP",16,16,0.844179540774259,0.003886158204747,0.0603024549012466
"GO:0008076","voltage-gated potassium channel complex","CC",85,84,0.276214972275866,0.00394128941118679,0.0608084652011676
"GO:1904646","cellular response to amyloid-beta","BP",52,43,0.418943966388307,0.0039755645234727,0.060988773939638
"GO:0001837","epithelial to mesenchymal transition","BP",49,48,0.396090013232813,0.00410156132447459,0.0625661896953751
"GO:0010039","response to iron ion","BP",37,16,0.839472275380918,0.00422495620098937,0.0640864142846703
"GO:0007158","neuron cell-cell adhesion","BP",23,21,0.691439130468439,0.00427580704807358,0.0641371057211036
"GO:0044877","protein-containing complex binding","MF",345,334,0.122805038742715,0.00426997741723477,0.0641371057211036
"GO:0045471","response to ethanol","BP",111,109,0.236026255783761,0.0045860417327091,0.0680346850456845
"GO:0097440","apical dendrite","CC",19,19,0.752998401261953,0.00456257372933661,0.0680346850456845
"GO:0045596","negative regulation of cell differentiation","BP",76,45,0.411058820579694,0.00469854061740795,0.0693227304207731
"GO:0010718","positive regulation of epithelial to mesenchymal transition","BP",55,51,0.381189652261025,0.00474152170226712,0.0695100653675018
"GO:0045597","positive regulation of cell differentiation","BP",108,75,0.293362415811189,0.00478847116976123,0.0695100653675018
"GO:0098631","cell adhesion mediator activity","MF",18,16,0.832588528241351,0.00476935906261633,0.0695100653675018
"GO:0003774","cytoskeletal motor activity","MF",57,53,0.367910480295153,0.00489392347356544,0.0701521679393715
"GO:0006836","neurotransmitter transport","BP",50,47,0.39666923321198,0.00498077579246138,0.0701521679393715
"GO:0007265","Ras protein signal transduction","BP",69,67,0.317455176986141,0.00501458089344397,0.0701521679393715
"GO:0007631","feeding behavior","BP",27,21,0.684889829500671,0.00497483607493249,0.0701521679393715
"GO:0010596","negative regulation of endothelial cell migration","BP",26,22,0.670984970637617,0.00486747640080308,0.0701521679393715
"GO:0014704","intercalated disc","CC",48,47,0.396852897352097,0.00493022552612248,0.0701521679393715
"GO:0071625","vocalization behavior","BP",17,17,0.80822922077085,0.00499393904246474,0.0701521679393715
"GO:0034332","adherens junction organization","BP",28,28,0.564003877139407,0.00508202653505527,0.0707292352816971
"GO:0007423","sensory organ development","BP",27,27,0.579207837066473,0.00517923873493269,0.0713466560424401
"GO:0090102","cochlea development","BP",23,21,0.683354764001485,0.00515312038351844,0.0713466560424401
"GO:0005539","glycosaminoglycan binding","MF",24,23,0.644889928810451,0.00544699751898304,0.0746542807170265
"GO:0097060","synaptic membrane","CC",70,69,0.309935301899102,0.00553733275509707,0.0753853964073197
"GO:2000377","regulation of reactive oxygen species metabolic process","BP",17,16,0.823816939522813,0.00555618292039134,0.0753853964073197
"GO:0042060","wound healing","BP",54,52,0.366247472298642,0.00563917588120186,0.0761288743962252
"GO:0009968","negative regulation of signal transduction","BP",30,28,0.559632576503017,0.00576080285788585,0.0770008302786722
"GO:0043195","terminal bouton","CC",45,44,0.414566794635342,0.00575000526610202,0.0770008302786722
"GO:0006821","chloride transport","BP",63,61,0.333857960647537,0.00582179935786855,0.0774327993411088
"GO:0048786","presynaptic active zone","CC",44,44,0.413536540841273,0.00603646746428452,0.0798944223214128
"GO:0005516","calmodulin binding","MF",128,123,0.216260260172263,0.00617851943809314,0.080920957242504
"GO:0042056","chemoattractant activity","MF",42,30,0.525970992063254,0.00620394005525864,0.080920957242504
"GO:2000463","positive regulation of excitatory postsynaptic potential","BP",37,32,0.509134135178137,0.00620237775663967,0.080920957242504
"GO:0030198","extracellular matrix organization","BP",120,113,0.22792937837731,0.00624421142965453,0.0810546675964771
"GO:0003184","pulmonary valve morphogenesis","BP",18,18,0.75211098936063,0.00629360516439891,0.0813049470998902
"GO:0005251","delayed rectifier potassium channel activity","MF",26,24,0.620496559852879,0.00649669369824862,0.0835289189774823
"GO:0006661","phosphatidylinositol biosynthetic process","BP",51,51,0.375472401435145,0.00656438689880017,0.0837415760935559
"GO:0010977","negative regulation of neuron projection development","BP",66,64,0.323891158750746,0.00657526449327179,0.0837415760935559
"GO:0032591","dendritic spine membrane","CC",17,17,0.790887515852247,0.00666404069930568,0.08407901816881
"GO:0141162","negative regulation of cAMP/PKA signal transduction","BP",29,29,0.545757325147679,0.00663475612612839,0.08407901816881
"GO:0016323","basolateral plasma membrane","CC",287,269,0.136783220504466,0.00713138973630032,0.0895524773837547
"GO:0033574","response to testosterone","BP",36,32,0.504881543401901,0.00716419819070038,0.0895524773837547
"GO:0045595","regulation of cell differentiation","BP",45,44,0.409763033781614,0.00720362747618171,0.0896303879524913
"GO:0035255","ionotropic glutamate receptor binding","MF",33,32,0.504580295343683,0.00723730607219308,0.0896363596097309
"GO:0006334","nucleosome assembly","BP",88,68,0.308625579683393,0.00729855796767132,0.0899822215192354
"GO:0018108","peptidyl-tyrosine phosphorylation","BP",37,37,0.460378262825292,0.00740726076381169,0.0900883065868989
"GO:0038084","vascular endothelial growth factor signaling pathway","BP",22,18,0.743439623461331,0.007404733414268,0.0900883065868989
"GO:1902600","proton transmembrane transport","BP",197,175,0.175730142757744,0.00735498576196127,0.0900883065868989
"GO:0002028","regulation of sodium ion transport","BP",15,15,0.852738222896234,0.00769973414785452,0.0903881834748139
"GO:0003777","microtubule motor activity","MF",69,59,0.336250908154678,0.00767151676475318,0.0903881834748139
"GO:0004114","3',5'-cyclic-nucleotide phosphodiesterase activity","MF",23,23,0.629975697944047,0.00768351735088864,0.0903881834748139
"GO:0005540","hyaluronic acid binding","MF",26,24,0.613725924399816,0.00760868870190052,0.0903881834748139
"GO:0043083","synaptic cleft","CC",29,29,0.541083605933896,0.00761030120119687,0.0903881834748139
"GO:0047555","3',5'-cyclic-GMP phosphodiesterase activity","MF",23,23,0.629975697944047,0.00768351735088864,0.0903881834748139
"GO:0070382","exocytic vesicle","CC",29,28,0.550480987518797,0.00747355173820829,0.0903881834748139
"GO:1904707","positive regulation of vascular associated smooth muscle cell proliferation","BP",53,35,0.470658637930203,0.00751679664290249,0.0903881834748139
"GO:0007218","neuropeptide signaling pathway","BP",102,97,0.248516550339858,0.00791034116658797,0.091400223907454
"GO:0021772","olfactory bulb development","BP",15,15,0.850630483468431,0.00792135273864602,0.091400223907454
"GO:0042311","vasodilation","BP",34,30,0.518839818080562,0.0078764588966049,0.091400223907454
"GO:0042813","Wnt receptor activity","MF",16,16,0.803483139354645,0.00785878342379556,0.091400223907454
"GO:0005262","calcium channel activity","MF",75,69,0.304718118750745,0.00802653111721166,0.0922197192190275
"GO:0001649","osteoblast differentiation","BP",106,101,0.251692992228108,0.0082702698047855,0.092656813116498
"GO:0004713","protein tyrosine kinase activity","MF",168,129,0.207968568850112,0.00830479584229352,0.092656813116498
"GO:0007605","sensory perception of sound","BP",113,101,0.242102001564259,0.0082702698047855,0.092656813116498
"GO:0030334","regulation of cell migration","BP",108,101,0.242692612079897,0.0082702698047855,0.092656813116498
"GO:0042470","melanosome","CC",102,101,0.234382125768171,0.0082702698047855,0.092656813116498
"GO:0043524","negative regulation of neuron apoptotic process","BP",108,101,0.249011129407503,0.0082702698047855,0.092656813116498
"GO:0044306","neuron projection terminus","CC",21,21,0.662178745695622,0.00828830937511871,0.092656813116498
"GO:0007219","Notch signaling pathway","BP",49,47,0.38710518371005,0.00837136571664122,0.0930151746293469
"GO:0008191","metalloendopeptidase inhibitor activity","MF",15,15,0.84430078893198,0.00862579367668834,0.0954493562584366
"GO:0005179","hormone activity","MF",120,91,0.256489707143472,0.00873966207727555,0.0963146433005877
"GO:0044305","calyx of Held","CC",19,19,0.716825104565309,0.00889521007006213,0.0976303544275112
"GO:0030021","extracellular matrix structural constituent conferring compression resistance","MF",16,16,0.795726081351116,0.00894701081467049,0.0978013327919446
"GO:0008081","phosphoric diester hydrolase activity","MF",57,57,0.342772375839459,0.00905881589807013,0.0982281241959412
"GO:0031045","dense core granule","CC",20,20,0.689466496595686,0.00904123771624589,0.0982281241959412
"GO:0010629","negative regulation of gene expression","BP",370,218,0.152753799355384,0.00910787638900523,0.0983301333010113
"GO:0035269","protein O-linked glycosylation via mannose","BP",19,17,0.771504930538014,0.00914106054020513,0.0983301333010113
"GO:0032570","response to progesterone","BP",26,25,0.581145466967064,0.00930692765952207,0.0992551290640456
"GO:0043010","camera-type eye development","BP",35,34,0.475846277707908,0.00933733436380281,0.0992551290640456
"GO:0043547","positive regulation of GTPase activity","BP",61,59,0.333420797683729,0.00931377319478592,0.0992551290640456
"GO:0010906","regulation of glucose metabolic process","BP",20,19,0.713658974482614,0.00941741778857671,0.0997138354084593
"GO:0005604","basement membrane","CC",104,100,0.241259798737976,0.00945582793588227,0.0997294352612583
"GO:0006816","calcium ion transport","BP",104,100,0.240641821152455,0.0100786225880977,0.105066721960864
"GO:0031901","early endosome membrane","CC",226,205,0.158465884457767,0.0100727654590241,0.105066721960864
"GO:0042246","tissue regeneration","BP",18,18,0.727113049849235,0.0100074029475545,0.105066721960864
"GO:0005901","caveola","CC",74,73,0.292338749073452,0.0103143696128582,0.106807124536039
"GO:0060828","regulation of canonical Wnt signaling pathway","BP",34,30,0.510618261597111,0.0103246887051505,0.106807124536039
