"go_id","go_name","aspect","n_pathway","n_matched","dsge","p_value","p_adj"
"GO:0035925","mRNA 3'-UTR AU-rich region binding","MF",31,28,0.466591560009285,0.0715666374399114,0.330763644132054
"GO:0000165","MAPK cascade","BP",120,115,0.205063208432302,0.0718674776843896,0.331130016634559
"GO:0001726","ruffle","CC",110,109,0.212140671979803,0.0720443267896798,0.331379356613519
"GO:0030007","intracellular potassium ion homeostasis","BP",30,23,0.526122584017682,0.0721928215460059,0.331497649956149
"GO:0043087","regulation of GTPase activity","BP",27,26,0.488743407359996,0.0723287998419253,0.33155816565908
"GO:0000079","regulation of cyclin-dependent protein serine/threonine kinase activity","BP",22,22,0.540701929344176,0.0726344800701224,0.332395078287001
"GO:0005254","chloride channel activity","MF",71,52,0.321481027416955,0.0728655686437598,0.332888384666923
"GO:0022008","neurogenesis","BP",74,74,0.263794724202225,0.0730064692399561,0.332968694168719
"GO:0001541","ovarian follicle development","BP",29,28,0.46538424008171,0.0738172817212477,0.335533098732944
"GO:0010248","establishment or maintenance of transmembrane electrochemical gradient","BP",24,17,0.632762530733512,0.0737072610256866,0.335533098732944
"GO:0005324","long-chain fatty acid transmembrane transporter activity","MF",17,17,0.63196421631307,0.0745382894637028,0.337107841795641
"GO:0033280","response to vitamin D","BP",20,19,0.590400596327277,0.0744609903922457,0.337107841795641
"GO:0071260","cellular response to mechanical stimulus","BP",73,72,0.2674959730744,0.0744777171014749,0.337107841795641
"GO:0045271","respiratory chain complex I","CC",46,45,0.350029708278847,0.0752406693647207,0.339715396797234
"GO:0008344","adult locomotory behavior","BP",18,18,0.60813827594338,0.0756310768425103,0.340516498138259
"GO:0097009","energy homeostasis","BP",54,49,0.333623084141393,0.0756703329196131,0.340516498138259
"GO:0031490","chromatin DNA binding","MF",87,86,0.240431806256704,0.0761414835327401,0.342066564955737
"GO:0021762","substantia nigra development","BP",44,42,0.362970716539848,0.0764577584460512,0.342348172146498
"GO:0031016","pancreas development","BP",16,16,0.654557104992111,0.076431031317828,0.342348172146498
"GO:0035987","endodermal cell differentiation","BP",29,28,0.463529607760476,0.0774070612999864,0.34602494289729
"GO:0043292","contractile muscle fiber","CC",16,16,0.65311329433011,0.0779815026652484,0.348016623464745
"GO:1904659","D-glucose transmembrane transport","BP",20,18,0.605974123278469,0.078268141178876,0.348719440895982
"GO:0046928","regulation of neurotransmitter secretion","BP",18,17,0.628262963002399,0.0785067912161288,0.349206484816389
"GO:0043406","positive regulation of MAP kinase activity","BP",24,23,0.521827022393734,0.0787806260644665,0.349848174957335
"GO:0043001","Golgi to plasma membrane protein transport","BP",31,30,0.443900296302166,0.0790764181392461,0.350585105050845
"GO:0007584","response to nutrient","BP",54,54,0.313806556431096,0.0797824660461148,0.351184337213727
"GO:0009925","basal plasma membrane","CC",72,72,0.266467442646078,0.0797822564936815,0.351184337213727
"GO:0031258","lamellipodium membrane","CC",24,24,0.508072600876701,0.0797842484067146,0.351184337213727
"GO:0045766","positive regulation of angiogenesis","BP",157,131,0.190184241274979,0.0798619196478624,0.351184337213727
"GO:0061157","mRNA destabilization","BP",22,22,0.535706147290959,0.0796701611134444,0.351184337213727
"GO:0030145","manganese ion binding","MF",72,70,0.269369761051741,0.0806550047949257,0.354095143002113
"GO:0008307","structural constituent of muscle","MF",47,40,0.373053508690737,0.080865076850396,0.354441083597515
"GO:0071480","cellular response to gamma radiation","BP",22,20,0.566549597248935,0.0811312018877724,0.355031191405163
"GO:0099524","postsynaptic cytosol","CC",27,27,0.4697342375793,0.0815898364383574,0.356460450458843
"GO:0035329","hippo signaling","BP",23,22,0.534228639154791,0.0818675860688472,0.35709609432292
"GO:0090051","negative regulation of cell migration involved in sprouting angiogenesis","BP",48,16,0.648769962822087,0.0828212837571125,0.360673332490651
"GO:0043425","bHLH transcription factor binding","MF",28,28,0.460589297896113,0.0834428578134769,0.362795033971639
"GO:0000979","RNA polymerase II core promoter sequence-specific DNA binding","MF",23,20,0.564864101336671,0.0836093999716574,0.362934694410731
"GO:0042177","negative regulation of protein catabolic process","BP",37,35,0.400674633008231,0.0837487419148756,0.362956024350183
"GO:0030863","cortical cytoskeleton","CC",30,29,0.451926823450055,0.0843301508297867,0.364306251584678
"GO:0046875","ephrin receptor binding","MF",31,27,0.468421177752391,0.0842050630295381,0.364306251584678
"GO:0010971","positive regulation of G2/M transition of mitotic cell cycle","BP",24,23,0.518134803614629,0.0848950507262826,0.366160761918471
"GO:0009312","oligosaccharide biosynthetic process","BP",25,25,0.491545699396743,0.0851925447427229,0.366857848174405
"GO:0018146","keratan sulfate proteoglycan biosynthetic process","BP",16,16,0.646308162461706,0.0856852861811173,0.368392153963402
"GO:0030178","negative regulation of Wnt signaling pathway","BP",55,53,0.315140854096448,0.0860253964737552,0.369266407756978
"GO:0086005","ventricular cardiac muscle cell action potential","BP",16,16,0.645365800174297,0.0868054403685803,0.372023315865344
"GO:0044295","axonal growth cone","CC",24,24,0.503694040270334,0.0875607909224434,0.37466582486624
"GO:0071897","DNA biosynthetic process","BP",29,23,0.516479770414958,0.0877795691152223,0.375007652865665
"GO:0003091","renal water homeostasis","BP",27,27,0.466415967524438,0.0883557519842758,0.375685874578811
"GO:0032526","response to retinoic acid","BP",39,38,0.382551703900571,0.0881128878923189,0.375685874578811
"GO:0051496","positive regulation of stress fiber assembly","BP",51,51,0.322888379256135,0.0882658867689282,0.375685874578811
"GO:0031528","microvillus membrane","CC",33,30,0.439887923731819,0.0886457726316685,0.375735613980384
"GO:0048709","oligodendrocyte differentiation","BP",20,20,0.56165133214218,0.0885448535458048,0.375735613980384
"GO:0030332","cyclin binding","MF",32,32,0.422560751771769,0.0889665303108476,0.375914916806398
"GO:1903830","magnesium ion transmembrane transport","BP",17,17,0.619346834499552,0.0888913134351588,0.375914916806398
"GO:0006865","amino acid transport","BP",47,45,0.345076733348086,0.0902349438732301,0.377424545923543
"GO:0007097","nuclear migration","BP",16,15,0.668791711890232,0.0904421041527898,0.377424545923543
"GO:0016491","oxidoreductase activity","MF",195,190,0.154508097202998,0.0896651047700974,0.377424545923543
"GO:0017025","TBP-class protein binding","MF",26,26,0.478906748849523,0.0901142179363168,0.377424545923543
"GO:0035024","negative regulation of Rho protein signal transduction","BP",21,19,0.578255352504454,0.0899657975860944,0.377424545923543
"GO:0045668","negative regulation of osteoblast differentiation","BP",58,40,0.370030498603872,0.0904367502983385,0.377424545923543
"GO:0050807","regulation of synapse organization","BP",29,29,0.449433487870255,0.0897334723704217,0.377424545923543
"GO:1901379","regulation of potassium ion transmembrane transport","BP",28,28,0.457525597012022,0.0902099609842348,0.377424545923543
"GO:0043186","P granule","CC",21,20,0.560346706184066,0.09063127292365,0.377630303848542
"GO:0000070","mitotic sister chromatid segregation","BP",36,36,0.39041098833119,0.0999583852397505,0.379213483146067
"GO:0000122","negative regulation of transcription by RNA polymerase II","BP",1012,911,0.0681078695062816,0.1,0.379213483146067
"GO:0000139","Golgi membrane","CC",734,707,0.0811288609740636,0.1,0.379213483146067
"GO:0000146","microfilament motor activity","MF",41,37,0.386264112129238,0.0945484015361564,0.379213483146067
"GO:0000940","outer kinetochore","CC",20,20,0.556879721831435,0.0964178217897482,0.379213483146067
"GO:0001656","metanephros development","BP",22,22,0.526372232122562,0.0945143247758336,0.379213483146067
"GO:0001658","branching involved in ureteric bud morphogenesis","BP",23,22,0.527213479601996,0.093079289429314,0.379213483146067
"GO:0003676","nucleic acid binding","MF",638,569,0.0864570556879426,0.1,0.379213483146067
"GO:0004029","aldehyde dehydrogenase (NAD+) activity","MF",15,15,0.665610171811389,0.0943574928678361,0.379213483146067
"GO:0004672","protein kinase activity","MF",522,511,0.0920575632610781,0.1,0.379213483146067
"GO:0004888","transmembrane signaling receptor activity","MF",326,247,0.135703060109661,0.1,0.379213483146067
"GO:0005096","GTPase activator activity","MF",256,247,0.138796675834436,0.1,0.379213483146067
"GO:0005509","calcium ion binding","MF",778,688,0.0854404674157868,0.1,0.379213483146067
"GO:0005764","lysosome","CC",349,337,0.117768388744978,0.1,0.379213483146067
"GO:0005788","endoplasmic reticulum lumen","CC",331,320,0.116470170597996,0.1,0.379213483146067
"GO:0006883","intracellular sodium ion homeostasis","BP",41,28,0.45545287807752,0.0950827001877101,0.379213483146067
"GO:0007155","cell adhesion","BP",423,405,0.121628531094531,0.1,0.379213483146067
"GO:0007264","small GTPase-mediated signal transduction","BP",127,127,0.199157132444751,0.1,0.379213483146067
"GO:0007266","Rho protein signal transduction","BP",59,57,0.301172017064296,0.0917681458445684,0.379213483146067
"GO:0008017","microtubule binding","MF",292,271,0.127625451100398,0.1,0.379213483146067
"GO:0008284","positive regulation of cell population proliferation","BP",500,428,0.114633653568573,0.1,0.379213483146067
"GO:0008306","associative learning","BP",25,24,0.499172895999356,0.0963536866646336,0.379213483146067
"GO:0009060","aerobic respiration","BP",66,65,0.279189278000388,0.0933709020208355,0.379213483146067
"GO:0009416","response to light stimulus","BP",16,16,0.641589003678944,0.0914308953146104,0.379213483146067
"GO:0009636","response to toxic substance","BP",60,58,0.296863304426538,0.0975306790007446,0.379213483146067
"GO:0009986","cell surface","CC",695,657,0.0858647099050865,0.1,0.379213483146067
"GO:0010212","response to ionizing radiation","BP",40,40,0.369568696620444,0.0919893007724354,0.379213483146067
"GO:0010467","gene expression","BP",92,90,0.238903967967756,0.1,0.379213483146067
"GO:0010564","regulation of cell cycle process","BP",35,31,0.42728305000729,0.0975681171620895,0.379213483146067
"GO:0016010","dystrophin-associated glycoprotein complex","CC",16,16,0.640633739275549,0.0926360866859247,0.379213483146067
"GO:0016075","rRNA catabolic process","BP",17,16,0.641015195131742,0.0921530934809638,0.379213483146067
"GO:0016079","synaptic vesicle exocytosis","BP",23,22,0.525502710170029,0.096018884656271,0.379213483146067
"GO:0016477","cell migration","BP",256,251,0.140865124965151,0.1,0.379213483146067
"GO:0016887","ATP hydrolysis activity","MF",515,390,0.109367877208099,0.1,0.379213483146067
"GO:0030020","extracellular matrix structural constituent conferring tensile strength","MF",44,42,0.358289432642688,0.0917521552892874,0.379213483146067
"GO:0030097","hemopoiesis","BP",51,47,0.335170093877413,0.0994967931022642,0.379213483146067
"GO:0030154","cell differentiation","BP",287,279,0.12608911552408,0.1,0.379213483146067
"GO:0030282","bone mineralization","BP",28,27,0.461863512476779,0.0985258667775122,0.379213483146067
"GO:0030424","axon","CC",424,417,0.123888945787633,0.1,0.379213483146067
"GO:0032332","positive regulation of chondrocyte differentiation","BP",16,16,0.635916550342411,0.0988039171655745,0.379213483146067
"GO:0032496","response to lipopolysaccharide","BP",113,110,0.213791711701283,0.1,0.379213483146067
"GO:0034587","piRNA processing","BP",20,20,0.559409192005725,0.0921607885715948,0.379213483146067
"GO:0035725","sodium ion transmembrane transport","BP",151,138,0.193282658962694,0.1,0.379213483146067
"GO:0038023","signaling receptor activity","MF",327,292,0.125515715864306,0.1,0.379213483146067
"GO:0042776","proton motive force-driven mitochondrial ATP synthesis","BP",67,64,0.282387613470179,0.0917977629352346,0.379213483146067
"GO:0042803","protein homodimerization activity","MF",730,704,0.07961434188077,0.1,0.379213483146067
"GO:0042826","histone deacetylase binding","MF",132,123,0.195363266078884,0.0974266359142154,0.379213483146067
"GO:0043065","positive regulation of apoptotic process","BP",306,271,0.135334011623121,0.1,0.379213483146067
"GO:0043066","negative regulation of apoptotic process","BP",500,436,0.0987971423159762,0.1,0.379213483146067
"GO:0044325","transmembrane transporter binding","MF",156,148,0.18066266421739,0.1,0.379213483146067
"GO:0045121","membrane raft","CC",222,219,0.148181159321246,0.1,0.379213483146067
"GO:0045202","synapse","CC",739,711,0.0922792760503312,0.1,0.379213483146067
"GO:0045333","cellular respiration","BP",38,35,0.396270685058356,0.0964041856335787,0.379213483146067
"GO:0045840","positive regulation of mitotic nuclear division","BP",24,23,0.510233094828722,0.0995267324742058,0.379213483146067
"GO:0045892","negative regulation of DNA-templated transcription","BP",726,587,0.0879257087184684,0.1,0.379213483146067
"GO:0045893","positive regulation of DNA-templated transcription","BP",821,730,0.0764611940350112,0.1,0.379213483146067
"GO:0046034","ATP metabolic process","BP",33,30,0.436423942750294,0.0977672373196867,0.379213483146067
"GO:0048471","perinuclear region of cytoplasm","CC",727,704,0.0811785879696856,0.1,0.379213483146067
"GO:0048675","axon extension","BP",19,19,0.572860813314919,0.0977769177882359,0.379213483146067
"GO:0060348","bone development","BP",41,40,0.36937259937865,0.092656102921867,0.379213483146067
"GO:0061028","establishment of endothelial barrier","BP",21,20,0.558239097292954,0.0941061413695462,0.379213483146067
"GO:0097435","supramolecular fiber organization","BP",23,21,0.536143384709648,0.0998421519426235,0.379213483146067
"GO:1902455","negative regulation of stem cell population maintenance","BP",23,21,0.541230608656217,0.0911690277207879,0.379213483146067
"GO:1990837","sequence-specific double-stranded DNA binding","MF",631,596,0.0849076424059564,0.1,0.379213483146067
"GO:0043236","laminin binding","MF",22,20,0.554387502491701,0.1006,0.380953716690042
"GO:0008094","ATP-dependent activity, acting on DNA","MF",39,33,0.41038933460423,0.101,0.381398601398601
"GO:0033631","cell-cell adhesion mediated by integrin","BP",17,16,0.634353909328086,0.1009,0.381398601398601
"GO:0046697","decidualization","BP",17,17,0.609806790824844,0.1013,0.381997206703911
"GO:0030155","regulation of cell adhesion","BP",56,52,0.31440659544147,0.1028,0.386949860724234
"GO:0090336","positive regulation of brown fat cell differentiation","BP",17,16,0.63269592726924,0.1029,0.386949860724234
"GO:0046328","regulation of JNK cascade","BP",21,20,0.552510228081635,0.1031,0.387162726008345
"GO:0007188","adenylate cyclase-modulating G protein-coupled receptor signaling pathway","BP",59,53,0.311306806964566,0.1037,0.388171745152355
"GO:0030330","DNA damage response, signal transduction by p53 class mediator","BP",39,38,0.377567229665158,0.1038,0.388171745152355
"GO:0043542","endothelial cell migration","BP",41,39,0.371524924854794,0.1036,0.388171745152355
"GO:0008608","attachment of spindle microtubules to kinetochore","BP",21,19,0.568145519865777,0.1042,0.389128630705394
"GO:0006939","smooth muscle contraction","BP",15,15,0.658022843314416,0.1046,0.38991724137931
"GO:0060170","ciliary membrane","CC",66,64,0.280265707753968,0.1047,0.38991724137931
"GO:0002931","response to ischemia","BP",49,46,0.337723487002732,0.1064,0.391224489795918
"GO:0007157","heterophilic cell-cell adhesion","BP",51,47,0.333421469140268,0.1057,0.391224489795918
"GO:0010634","positive regulation of epithelial cell migration","BP",33,30,0.43330314591271,0.1056,0.391224489795918
"GO:0030890","positive regulation of B cell proliferation","BP",35,31,0.424297230126968,0.1056,0.391224489795918
"GO:0042626","ATPase-coupled transmembrane transporter activity","MF",35,35,0.393200692774781,0.1063,0.391224489795918
"GO:0045663","positive regulation of myoblast differentiation","BP",62,43,0.35026162014011,0.1059,0.391224489795918
"GO:0045744","negative regulation of G protein-coupled receptor signaling pathway","BP",25,25,0.481463544635591,0.1063,0.391224489795918
"GO:0050714","positive regulation of protein secretion","BP",43,36,0.388651848360449,0.1056,0.391224489795918
"GO:0120163","negative regulation of cold-induced thermogenesis","BP",48,46,0.337740306668592,0.1062,0.391224489795918
"GO:2000767","positive regulation of cytoplasmic translation","BP",20,17,0.606279330994249,0.1065,0.391224489795918
"GO:0030170","pyridoxal phosphate binding","MF",55,53,0.310670092669724,0.107,0.392527173913043
"GO:0050431","transforming growth factor beta binding","MF",22,22,0.518680133025786,0.1078,0.394390243902439
"GO:0090201","negative regulation of release of cytochrome c from mitochondria","BP",20,18,0.585046856789436,0.1077,0.394390243902439
"GO:0005158","insulin receptor binding","MF",26,21,0.531328143010109,0.1089,0.396801619433198
"GO:0010608","post-transcriptional regulation of gene expression","BP",28,28,0.450317027884972,0.1088,0.396801619433198
"GO:0060326","cell chemotaxis","BP",88,73,0.259329581320759,0.1089,0.396801619433198
"GO:0072583","clathrin-dependent endocytosis","BP",35,30,0.430654602489805,0.1092,0.397358490566038
"GO:0060041","retina development in camera-type eye","BP",29,29,0.441528148306401,0.1094,0.397550471063257
"GO:0031267","small GTPase binding","MF",291,288,0.122834422603049,0.11,0.399193548387097
"GO:0005977","glycogen metabolic process","BP",15,15,0.654231929185622,0.1103,0.399744966442953
"GO:0043194","axon initial segment","CC",26,26,0.469630836863305,0.1105,0.399932975871314
"GO:0016192","vesicle-mediated transport","BP",285,266,0.128063812134637,0.1112,0.401390374331551
"GO:0051899","membrane depolarization","BP",43,30,0.429968038796538,0.1111,0.401390374331551
"GO:0007059","chromosome segregation","BP",83,77,0.251835813072312,0.1121,0.403382157123835
"GO:0009267","cellular response to starvation","BP",80,73,0.258685534157652,0.1121,0.403382157123835
"GO:0071953","elastic fiber","CC",28,28,0.449014328135023,0.1122,0.403382157123835
"GO:0060391","positive regulation of SMAD protein signal transduction","BP",42,40,0.364086714958258,0.1124,0.403563829787234
"GO:0003730","mRNA 3'-UTR binding","MF",265,91,0.229199083800517,0.1138,0.405712401055409
"GO:0005272","sodium channel activity","MF",28,28,0.448225426058037,0.1137,0.405712401055409
"GO:0005765","lysosomal membrane","CC",444,413,0.101412428129734,0.1139,0.405712401055409
"GO:0006936","muscle contraction","BP",80,73,0.258456717712297,0.1136,0.405712401055409
"GO:0007042","lysosomal lumen acidification","BP",25,21,0.528563715223307,0.1138,0.405712401055409
"GO:0048255","mRNA stabilization","BP",47,42,0.352468297874282,0.1137,0.405712401055409
"GO:0045807","positive regulation of endocytosis","BP",19,19,0.560946706122908,0.1148,0.408379446640316
"GO:0060612","adipose tissue development","BP",23,22,0.514905831971868,0.1151,0.408907894736842
"GO:0061909","autophagosome-lysosome fusion","BP",18,18,0.580608814802157,0.1158,0.410854139290407
"GO:0051898","negative regulation of phosphatidylinositol 3-kinase/protein kinase B signal transduction","BP",69,54,0.306482346421661,0.1162,0.411732283464567
"GO:0016180","snRNA processing","BP",22,19,0.559858601530104,0.1164,0.411900393184797
"GO:0006672","ceramide metabolic process","BP",24,24,0.489547081402612,0.1166,0.412068062827225
"GO:0001558","regulation of cell growth","BP",69,64,0.278447341441095,0.1169,0.412588235294118
"GO:0001934","positive regulation of protein phosphorylation","BP",55,54,0.305776897634954,0.1192,0.414023136246787
"GO:0003824","catalytic activity","MF",216,204,0.147064302923627,0.1193,0.414023136246787
"GO:0005905","clathrin-coated pit","CC",62,62,0.283154251627277,0.1192,0.414023136246787
"GO:0007565","female pregnancy","BP",72,67,0.271106772435768,0.1187,0.414023136246787
"GO:0008237","metallopeptidase activity","MF",112,105,0.211030400981612,0.1175,0.414023136246787
"GO:0009311","oligosaccharide metabolic process","BP",23,23,0.500467169442824,0.1186,0.414023136246787
"GO:0019900","kinase binding","MF",103,101,0.215528982344464,0.1178,0.414023136246787
"GO:0030506","ankyrin binding","MF",19,18,0.578487481623925,0.1193,0.414023136246787
"GO:0046983","protein dimerization activity","MF",195,190,0.153004592429001,0.1189,0.414023136246787
"GO:0051497","negative regulation of stress fiber assembly","BP",30,25,0.475995120679129,0.1192,0.414023136246787
"GO:0051607","defense response to virus","BP",166,142,0.179066942387432,0.1192,0.414023136246787
"GO:0071479","cellular response to ionizing radiation","BP",39,36,0.384791212737089,0.1186,0.414023136246787
"GO:0099536","synaptic signaling","BP",16,15,0.647424276132905,0.119,0.414023136246787
"GO:0004175","endopeptidase activity","MF",103,98,0.218784211960283,0.1196,0.414531450577664
"GO:0051924","regulation of calcium ion transport","BP",21,20,0.542757300513447,0.1198,0.414692307692308
"GO:0001508","action potential","BP",47,45,0.337200912926795,0.1205,0.414802547770701
"GO:0007389","pattern specification process","BP",23,23,0.499749099701477,0.1206,0.414802547770701
"GO:0050729","positive regulation of inflammatory response","BP",132,98,0.21867971063973,0.1205,0.414802547770701
"GO:0061001","regulation of dendritic spine morphogenesis","BP",22,21,0.525933865174122,0.1204,0.414802547770701
"GO:0071711","basement membrane organization","BP",15,15,0.646755502136836,0.12,0.414802547770701
"GO:0015030","Cajal body","CC",101,59,0.290224565318459,0.1208,0.414961832061069
"GO:0003785","actin monomer binding","MF",30,27,0.452559203992944,0.1216,0.415752212389381
"GO:0008104","intracellular protein localization","BP",118,118,0.197979317002076,0.1217,0.415752212389381
"GO:0034605","cellular response to heat","BP",47,43,0.346405218958093,0.1218,0.415752212389381
"GO:0060627","regulation of vesicle-mediated transport","BP",17,15,0.646179581584489,0.1214,0.415752212389381
"GO:1990825","sequence-specific mRNA binding","MF",19,15,0.645991521425839,0.1217,0.415752212389381
"GO:0042059","negative regulation of epidermal growth factor receptor signaling pathway","BP",24,23,0.498959922257868,0.1223,0.416746532156368
"GO:0050965","detection of temperature stimulus involved in sensory perception of pain","BP",17,17,0.595436458591647,0.1224,0.416746532156368
"GO:0032731","positive regulation of interleukin-1 beta production","BP",69,58,0.292148422808617,0.1226,0.416901763224181
"GO:0001750","photoreceptor outer segment","CC",80,77,0.250189184562579,0.1235,0.417977528089888
"GO:0019221","cytokine-mediated signaling pathway","BP",162,128,0.189207249437817,0.1236,0.417977528089888
"GO:0019992","diacylglycerol binding","MF",15,15,0.644281930294686,0.1239,0.417977528089888
"GO:0031110","regulation of microtubule polymerization or depolymerization","BP",15,15,0.644387593906528,0.1238,0.417977528089888
"GO:0031397","negative regulation of protein ubiquitination","BP",53,51,0.31468567993907,0.1239,0.417977528089888
"GO:0034061","DNA polymerase activity","MF",27,16,0.619239337460555,0.124,0.417977528089888
"GO:0061891","calcium ion sensor activity","MF",23,22,0.510393015419886,0.1238,0.417977528089888
"GO:0042476","odontogenesis","BP",30,28,0.443927096559305,0.1247,0.419812967581047
"GO:0030511","positive regulation of transforming growth factor beta receptor signaling pathway","BP",32,29,0.435855312147688,0.1255,0.421791044776119
"GO:0071383","cellular response to steroid hormone stimulus","BP",15,15,0.64295948912846,0.1256,0.421791044776119
"GO:0005770","late endosome","CC",184,177,0.1585283268815,0.1268,0.422666666666667
"GO:0008188","neuropeptide receptor activity","MF",25,24,0.485404371643683,0.1265,0.422666666666667
"GO:0019985","translesion synthesis","BP",18,18,0.574122196166138,0.1262,0.422666666666667
"GO:0030414","peptidase inhibitor activity","MF",34,27,0.451007439012145,0.1265,0.422666666666667
"GO:0042149","cellular response to glucose starvation","BP",52,49,0.321352923197921,0.1268,0.422666666666667
"GO:0045746","negative regulation of Notch signaling pathway","BP",39,33,0.402841218706904,0.1262,0.422666666666667
"GO:0001654","eye development","BP",47,45,0.335477788750325,0.1276,0.423055214723926
"GO:0005721","pericentric heterochromatin","CC",34,33,0.402398866803352,0.1276,0.423055214723926
"GO:0010842","retina layer formation","BP",19,19,0.553728056289364,0.1274,0.423055214723926
"GO:0030658","transport vesicle membrane","CC",54,51,0.31381966249188,0.1277,0.423055214723926
"GO:2001234","negative regulation of apoptotic signaling pathway","BP",24,21,0.522643990555197,0.1274,0.423055214723926
"GO:0009887","animal organ morphogenesis","BP",84,81,0.24243451469235,0.1282,0.424191176470588
"GO:0050709","negative regulation of protein secretion","BP",21,17,0.591512402837683,0.129,0.426315789473684
"GO:0007088","regulation of mitotic nuclear division","BP",21,21,0.521824215974833,0.1298,0.428241758241758
"GO:0030901","midbrain development","BP",17,17,0.591018634769618,0.1299,0.428241758241758
"GO:0006509","membrane protein ectodomain proteolysis","BP",23,23,0.494660890961973,0.1303,0.428514007308161
"GO:0051241","negative regulation of multicellular organismal process","BP",18,18,0.572698121839014,0.1302,0.428514007308161
"GO:0000381","regulation of alternative mRNA splicing, via spliceosome","BP",69,67,0.269321970786913,0.1305,0.428649635036496
"GO:0005635","nuclear envelope","CC",225,217,0.142042448314447,0.1308,0.429113001215067
"GO:0060307","regulation of ventricular cardiac muscle cell membrane repolarization","BP",19,17,0.590336555975166,0.131,0.429247572815534
"GO:0008373","sialyltransferase activity","MF",21,21,0.521378425332594,0.1313,0.429709090909091
"GO:0046579","positive regulation of Ras protein signal transduction","BP",27,20,0.536965277671523,0.1316,0.430169491525424
"GO:0001786","phosphatidylserine binding","MF",62,59,0.288383110977186,0.1321,0.430760869565217
"GO:0007064","mitotic sister chromatid cohesion","BP",15,15,0.63899881544941,0.1321,0.430760869565217
"GO:0048286","lung alveolus development","BP",16,16,0.614499618547767,0.1326,0.431869722557298
"GO:0019901","protein kinase binding","MF",479,460,0.0954601448975224,0.1332,0.432584134615385
"GO:0030032","lamellipodium assembly","BP",25,25,0.470293735801496,0.133,0.432584134615385
"GO:0051403","stress-activated MAPK cascade","BP",16,16,0.614112679768284,0.1333,0.432584134615385
"GO:0044344","cellular response to fibroblast growth factor stimulus","BP",32,27,0.448689396106948,0.1335,0.432713085234094
"GO:0019955","cytokine binding","MF",43,42,0.347770484965615,0.134,0.433812949640288
"GO:0008021","synaptic vesicle","CC",173,172,0.160601543441084,0.1347,0.435556886227545
"GO:0048661","positive regulation of smooth muscle cell proliferation","BP",47,46,0.331075062216164,0.1352,0.436650717703349
"GO:0071385","cellular response to glucocorticoid stimulus","BP",33,28,0.440625462393018,0.1355,0.437096774193548
"GO:0030036","actin cytoskeleton organization","BP",217,213,0.142985274682837,0.1359,0.437863961813842
"GO:0005798","Golgi-associated vesicle","CC",17,17,0.58700880878414,0.1366,0.438549346016647
"GO:0060392","negative regulation of SMAD protein signal transduction","BP",43,24,0.481260886342544,0.1364,0.438549346016647
"GO:0060546","negative regulation of necroptotic process","BP",23,15,0.635785171149982,0.1365,0.438549346016647
"GO:0005261","monoatomic cation channel activity","MF",49,44,0.339412024682252,0.1372,0.439952494061758
"GO:2000736","regulation of stem cell differentiation","BP",22,17,0.586344312615935,0.1379,0.441672597864769
"GO:0051015","actin filament binding","MF",216,209,0.14447902943013,0.1385,0.442863905325444
"GO:0051865","protein autoubiquitination","BP",70,68,0.265615167345142,0.1386,0.442863905325444
"GO:0055085","transmembrane transport","BP",593,537,0.0878727338496739,0.1392,0.444255319148936
"GO:0051016","barbed-end actin filament capping","BP",21,19,0.548184515521584,0.1395,0.444687131050767
"GO:0005667","transcription regulator complex","CC",241,232,0.136714499447842,0.1399,0.444911660777385
"GO:0160232","INTAC complex","CC",18,17,0.585643287469416,0.1398,0.444911660777385
"GO:0005104","fibroblast growth factor receptor binding","MF",23,23,0.490464602487299,0.1408,0.44599062133646
"GO:0008589","regulation of smoothened signaling pathway","BP",15,15,0.632297382309115,0.1409,0.44599062133646
"GO:0032580","Golgi cisterna membrane","CC",93,90,0.227343420367961,0.1406,0.44599062133646
"GO:0042605","peptide antigen binding","MF",48,32,0.40643476623693,0.1409,0.44599062133646
"GO:0031643","positive regulation of myelination","BP",21,21,0.517126443397942,0.1411,0.446100702576112
"GO:0030669","clathrin-coated endocytic vesicle membrane","CC",70,67,0.267591346021444,0.1415,0.446842105263158
"GO:0007062","sister chromatid cohesion","BP",20,20,0.532304759346956,0.1421,0.447689614935823
"GO:0099558","maintenance of synapse structure","BP",15,15,0.631609891510555,0.142,0.447689614935823
"GO:0010460","positive regulation of heart rate","BP",22,21,0.516481044935784,0.1425,0.447697674418605
"GO:0031072","heat shock protein binding","MF",65,64,0.274738925951261,0.1426,0.447697674418605
"GO:0061462","protein localization to lysosome","BP",16,15,0.631352443550714,0.1424,0.447697674418605
"GO:0007160","cell-matrix adhesion","BP",123,93,0.222778347144169,0.1435,0.449269988412515
"GO:0016849","phosphorus-oxygen lyase activity","MF",19,18,0.565492027994872,0.1436,0.449269988412515
"GO:0019904","protein domain specific binding","MF",220,217,0.141457373206057,0.1436,0.449269988412515
"GO:1900029","positive regulation of ruffle assembly","BP",15,15,0.630446899851537,0.1438,0.449375
"GO:0000375","RNA splicing, via transesterification reactions","BP",29,29,0.429178435699249,0.1451,0.449690721649485
"GO:0002062","chondrocyte differentiation","BP",41,41,0.350250728370756,0.1454,0.449690721649485
"GO:0006094","gluconeogenesis","BP",45,40,0.355628845406925,0.145,0.449690721649485
"GO:0030279","negative regulation of ossification","BP",24,24,0.478143309071226,0.145,0.449690721649485
