"gene","log2FoldChange","AveExpr","t","pvalue","padj"
"HMGA2",5.16347720321177,2.5207152708794,35.7979794618664,1.81347504616522e-11,2.2106260812754e-07
"CENPP",2.88420029324309,0.721050073310772,26.5838537072368,2.99755946324197e-10,1.82701249284598e-06
"FLT3",9.9820241715608,6.92178504297301,25.4248403999581,4.55628421404055e-10,1.85137015230515e-06
"SYK",-2.5440700440002,1.81977012704168,-21.5702619049993,2.12459969184836e-09,5.98469461726069e-06
"ITGA2B",3.34056960390433,1.5648098147185,20.861071614815,2.90261348786206e-09,5.98469461726069e-06
"TSPAN6",2.23116852503738,0.576152715836168,20.5185448541632,3.38714116142234e-09,5.98469461726069e-06
"COLGALT2",-3.48767426473333,1.64810894839083,-20.3197882310359,3.70877905542729e-09,5.98469461726069e-06
"JPH1",2.01717088257527,1.0076327142302,20.1951377094354,3.92760926481424e-09,5.98469461726069e-06
"TES",-3.24705707765239,2.19355439575261,-19.8261344671168,4.66341873125858e-09,6.31634159267135e-06
"EYA1",1.82525985481231,0.530808543142909,19.4464544928269,5.58261558689472e-09,6.80520840042466e-06
"LIN28A",5.75998828382444,3.45301343171525,18.4862203602781,8.93577722745668e-09,9.90246585479063e-06
"HDGFRP3",-2.93576238786087,1.64005997998719,-16.8001452961951,2.16537413008973e-08,2.19965922048282e-05
"RGAG1",1.31107095467981,0.460474009135731,16.50879322526,2.54462503544684e-08,2.28564013452737e-05
"PALMD",3.17200684574806,2.72490011873403,16.4531900547288,2.62501738173775e-08,2.28564013452737e-05
"CROT",-2.05737355915318,1.04840804197547,-15.2919873539552,5.14584304403118e-08,4.17568210737349e-05
"GDA",-1.20622866264719,0.406927901060809,-15.1872031340687,5.48079685955504e-08,4.17568210737349e-05
"C12orf75",2.58329156406358,1.38411846940521,15.0346974512308,6.01199453058001e-08,4.31095372516296e-05
"HCLS1",-2.45378385740971,2.01489336416967,-14.040497102839,1.12341631582658e-07,7.6080249388478e-05
"ALDH1A1",-2.80334223151177,1.47220130217551,-13.6937553664821,1.41060479739081e-07,9.05014341062839e-05
"DOCK8",-2.06995654578907,2.86481415233725,-13.4654248226195,1.64347515456414e-07,0.000100169810670684
"SGCZ",2.23319639205133,0.92516488753715,13.3688124808024,1.75448419450691e-07,0.000101843630147806
"SCN9A",-1.13840145525039,0.966704078435665,-12.9999678461268,2.26079498099381e-07,0.000125268594628703
"FAM178B",-4.12138062314677,3.53959935238192,-12.4115391151625,3.43479102398789e-07,0.000182043924271358
"APH1B",-1.12228732056141,1.6759077356361,-12.2830929407808,3.77202183286328e-07,0.000191587275594181
"SORT1",-1.09203403975737,4.49550856601931,-12.1346570410459,4.20778259053506e-07,0.00020420394357537
"NOTCH2",2.45907000713415,1.53089778132353,12.0742791416345,4.40062091817932e-07,0.00020420394357537
"DACH1",1.11409568853397,0.658164531330527,12.0374587847817,4.522974960242e-07,0.00020420394357537
"DCAF8L2",1.81694785092725,0.503156404031051,11.8159550290156,5.34272800720352e-07,0.000232599480027896
"PPIP5K1",-0.907487613044916,2.57138722903822,-11.4998694301675,6.80915222131974e-07,0.000277257023377781
"WWTR1",1.59984509611324,0.777155309074439,11.4971800586667,6.82338859830471e-07,0.000277257023377781
"PRDM9",3.42772671191764,1.92680548367361,11.3451940085669,7.68362830874565e-07,0.000302140093818095
"DUSP16",-0.980766457110787,2.02436206913757,-11.06585383716,9.59260980932197e-07,0.000365418479923859
"IGSF11",0.92467145942112,0.56046954552455,10.952029378331,1.05151014530759e-06,0.000388421474887866
"ARNTL2",1.21937626687418,0.873684959231948,10.8009143062294,1.18935826219161e-06,0.000426419918121049
"TLE2",-1.62118207202648,1.76268406119445,-10.7210458706584,1.27013559143458e-06,0.000432421822143583
"UBASH3A",2.70086204934049,2.04238863158578,10.7144739968515,1.27704557811066e-06,0.000432421822143583
"SOX6",-1.23986975447085,0.887954804078443,-10.6137570706859,1.38827131554666e-06,0.000457379117203075
"ZNF728",2.21921552657782,1.60775398597766,10.4621641380901,1.57624364662421e-06,0.00050564236979866
"SPINT1",-0.892103622550746,1.21492142398936,-10.409845448078,1.64746219212264e-06,0.000514937541589101
"GRID1",0.84663373996573,0.341506852900108,10.3549237179791,1.72604137133124e-06,0.000526011107913197
"FOXP1",-1.95731832987147,1.48280195238177,-10.2828031690287,1.83553683992452e-06,0.000545736440943411
"ERVMER34-1",2.32229921838838,1.51987177011783,10.2466007514081,1.89335395906932e-06,0.000546881970570508
"PASD1",-1.39308043922824,0.608968855808243,-10.2248098867448,1.92911605697554e-06,0.000546881970570508
"CES1",1.91654507069049,0.539073634951395,10.1244829487805,2.10360468422888e-06,0.000582794115926137
"TUSC3",-0.940387322479656,3.61706529033678,-9.97133805332321,2.4042503265565e-06,0.000651284699571639
"IGSF10",-1.13175743169691,0.489367820231654,-9.92235491172673,2.51011899487202e-06,0.000665181533641086
"PPCS",-0.953769968694742,1.49837686146461,-9.76010797860781,2.89895433672972e-06,0.00075187773116458
"COL1A2",-1.8786166667337,0.984297267052021,-9.66965179126482,3.14406121686344e-06,0.000798460546532611
"WNT5B",-1.82261342725898,1.66264581495026,-9.52786623612295,3.57518813008686e-06,0.000889419251137934
"S100A16",2.02729728722523,2.3569719664486,9.47345706056702,3.75748820251004e-06,0.000894111832429868
