"gene","log2FoldChange","AveExpr","t","pvalue","padj"
"MFSD2A",0.967175276299471,0.34772913547685,6.57549998916621,7.90825419436825e-05,0.00674137193212231
"PTGFRN",-1.0780506932821,2.66516281804334,-6.54897322322758,8.16611005752423e-05,0.00691283900008475
"C4orf32",-1.30405772276269,2.91041896002297,-6.53461381588782,8.30948542054778e-05,0.00698569843286052
"EXOC3L2",-1.24087078832063,1.98283288232104,-6.51618064049168,8.49755253827194e-05,0.00709487434531062
"NEDD4",-0.84401144449514,2.05368313958644,-6.49162015670501,8.75534267199583e-05,0.0072603828007911
"FAM98B",-0.57674368231638,3.94442430860309,-6.48412525207574,8.8356897655719e-05,0.00726708044284996
"CTDSPL2",-0.646161091437347,3.55348299643273,-6.47977890751697,8.8826495979052e-05,0.00726708044284996
"AAGAB",-0.696543003682867,4.50171597104451,-6.41273642018203,9.64235059640217e-05,0.0078360169180095
"RNF111",-0.524162943058438,2.5448902069566,-6.39713184889421,9.82910213909798e-05,0.00793488444209301
"ADGRL1",-1.07275593519592,2.12991369809869,-6.37545031029434,0.000100951185992223,0.00809601945556054
"MLLT11",-1.19500703727039,4.31409859942298,-6.36782655397591,0.000101905022304408,0.00811909948948192
"HOXA3",0.504142582636567,0.144224683127055,6.35397254032668,0.000103663443631937,0.0081707206529603
"UBASH3A",1.60123202796007,2.04238863158578,6.35217890180405,0.000103893494766927,0.0081707206529603
"WAS",-2.20600434194245,1.57758923410978,-6.33779460501133,0.000105758549903939,0.00826408155980138
"SPI1",-1.24044473355564,3.06798403631811,-6.32846196496605,0.000106987996908766,0.00830690243514556
"BUB1B",-0.631126038194693,5.03711169568744,-6.32019228711667,0.000108090358906657,0.00833937642450724
"CASP7",-0.804108629503758,0.813968274755054,-6.3100593792769,0.000109457898508357,0.00837542998948897
"CLDN6",-0.49394661741628,0.382219087502691,-6.30657983279959,0.000109931812823481,0.00837542998948897
"ENAH",1.18316412107214,0.480613313604634,6.29214656430984,0.000111921491496004,0.00840896255075869
"ZNF607",0.682393335855286,2.24148036315852,6.2918723426753,0.000111959669535561,0.00840896255075869
"MEGF9",-0.626773248313226,1.90289553048343,-6.28842075638216,0.000112441418849357,0.00840896255075869
"NFXL1",-0.666242736004944,2.74553993893295,-6.26034986047375,0.000116443780939895,0.00865518103449588
"PARP6",-0.769150269456965,2.95658751772045,-6.20190700897628,0.000125280496620898,0.00924980386948835
"CAPG",-0.75331612692379,3.73149752121019,-6.19759137660078,0.000125961233989751,0.00924980386948835
"USP3",-0.605892120904391,3.0174396564346,-6.19071943555725,0.000127053475863585,0.00927414293878501
"SERINC2",0.80201271751012,1.33813456321967,6.18107446337756,0.000128603798414652,0.00933143037306315
"RTF1",-0.751769385105838,3.7974393565023,-6.17384418775163,0.000129779411578691,0.00936101199493639
"PTPN6",-1.08801623534002,0.884214232698404,-6.15950122422262,0.000132146089341012,0.00942778716858686
"CSNK1G1",-0.523468589920235,2.05677969409968,-6.15731671344719,0.000132510627852129,0.00942778716858686
"MICAL2",-0.839506165401519,3.50542102671402,-6.15300593215469,0.000133233183014159,0.00942778716858686
"PRF1",2.0636854377337,1.84328754350194,6.14964915854596,0.000133798784262964,0.00942778716858686
"EFEMP1",-1.24944197116484,0.439849061916215,-6.13029348614305,0.000137111234164822,0.00960566634752406
"RFX5",-0.480550691669831,3.20646501053526,-6.10912222511126,0.000140836307062399,0.00981025476051797
"PARP16",-0.851390031102269,2.30468152890621,-6.09942652696,0.000142578689935,0.00987519449038435
"SLC4A1",2.15227678084047,1.41711813472941,6.07651504682625,0.000146789404671215,0.0101093945928933
"ZNF626",0.737250676635774,2.22300667731262,6.0602443407375,0.000149861274579477,0.0102629715568754
"SC5D",-1.30206926287681,1.91320773417259,-6.05440164409675,0.00015098126969111,0.0102819088130426
"C21orf58",-0.669553720163548,2.27465892791985,-6.04860486247945,0.000152101414858595,0.0103006458173682
"PAPOLA",0.602334840258569,5.92313859252173,6.02917434335706,0.000155922121801049,0.0105010533964353
"KIFAP3",-1.10909527916456,2.50389584852992,-6.02050079220841,0.000157661032503885,0.0105442312744005
"SNAP23",-0.765460012676807,5.01306437832207,-6.01324954722537,0.000159130889761313,0.0105442312744005
"PRSS16",-0.559214564496852,1.66328979429727,-6.01311546498823,0.000159158207915479,0.0105442312744005
"RHOF",1.25763702687772,0.385290608560897,5.97426955613357,0.000167290429322088,0.0109871801720724
"TTC23",-0.50714950781414,0.522712393286365,-5.96851379957945,0.000168533104308383,0.0109871801720724
"LOC728392",-0.934643580859788,1.38083169576698,-5.9684441116904,0.000168548211007181,0.0109871801720724
