"gene","log2FoldChange","AveExpr","t","pvalue","padj"
"FLT3",6.64887574962055,6.92178504297301,16.9351027274483,2.01118762050695e-08,0.000245163770939797
"GDA",-0.847426212084595,0.406927901060809,-10.6696469936459,1.32529375256633e-06,0.00807766542189181
"PPCS",-0.599212690742776,1.49837686146461,-6.13185648087167,0.000136840483210388,0.556028496778209
"HECW2",-0.453283006489664,0.339296064845823,-5.61918083737236,0.000266322937276444,0.728373504971742
"PLOD2",0.969943555669398,0.426050885355095,5.44770168685715,0.000335452498531242,0.728373504971742
"SIRT3",2.59447465507093,0.8197063501759,5.22317411291757,0.000456644346835573,0.728373504971742
"MYLPF",0.419567651662434,0.158591727306876,5.2094106445128,0.000465468502845551,0.728373504971742
"MT1A",0.370443880009988,0.092610970002497,5.07693947588657,0.000560398003405196,0.728373504971742
"SYK",0.573149488170859,1.81977012704168,4.85952994875985,0.000764123824570209,0.728373504971742
"PDK2",0.931511148448237,0.91065348144332,4.83085813281536,0.000796424843930885,0.728373504971742
"SCIN",-1.00290770560021,0.606994810525449,-4.7435769697715,0.000904064480537464,0.728373504971742
"CAPG",0.569342797298064,3.73149752121019,4.68402823828198,0.000986360006166917,0.728373504971742
"CD96",-0.420503634125333,0.169114431036592,-4.60668548718909,0.00110537370682638,0.728373504971742
"VCX2",-0.704563880830103,0.30203078969501,-4.56423451436208,0.0011771251633375,0.728373504971742
"SERINC2",-0.589897465262574,1.33813456321967,-4.54631214560465,0.00120889308058876,0.728373504971742
"TTC30B",0.403152829560535,1.15856335899596,4.53147846891597,0.00123587673537327,0.728373504971742
"NCOA2",0.508183687258064,1.67632052931793,4.47795198828964,0.00133870251217125,0.728373504971742
"VCX3B",-0.63528994686121,0.435773638834213,-4.47366983225134,0.00134731301265552,0.728373504971742
"CCDC152",-0.674186547608886,0.520243696293987,-4.45281807612129,0.00139009147590476,0.728373504971742
"CD37",1.68156025235983,1.34947996076672,4.44333104889934,0.00141003055258643,0.728373504971742
"SSX3",-0.736584705288376,0.414751573586734,-4.42965415130681,0.00143931246072264,0.728373504971742
"IFITM2",1.13649428845521,6.27961678314827,4.42337085168712,0.00145298091896068,0.728373504971742
"ZIK1",-0.413552667874348,0.192648603716865,-4.41290236464598,0.00147606097852364,0.728373504971742
"HCLS1",0.770001079748051,2.01489336416967,4.40592919247502,0.00149165082732171,0.728373504971742
"DERA",0.578585442563917,1.96136290721756,4.40497704214908,0.00149379307828495,0.728373504971742
"IGSF10",-0.499216783412128,0.489367820231654,-4.37673830467259,0.00155883687849319,0.730854674955075
"ZNF385D",-0.359622282478963,0.136852137086333,-4.23668389912032,0.00192897570259729,0.870896807950405
"POPDC3",0.592831167784719,2.05982551240215,4.20954714600207,0.00201090847202496,0.87546336692801
"IKBKE",0.520387914636247,1.24048775402585,4.18498755221859,0.00208823993386966,0.877780854961073
"C15orf65",0.431085034410484,1.21329194061649,4.03315000551938,0.00264177122542772,1
"CLDN6",0.312500441681374,0.382219087502691,3.98992302762911,0.0028262706647637,1
"LCAT",-1.64932218903922,0.729025125850226,-3.96076019168289,0.0029583816688736,1
"SEPP1",-0.610399559001265,0.529608154862021,-3.95360278798471,0.00299178973512635,1
"ARNTL2",0.446017096055405,0.873684959231948,3.9507021454148,0.00300544179223135,1
"CDCA7L",1.02543524304396,4.06242532580004,3.932175561969,0.00309420055656157,1
"EFEMP1",0.800979660382881,0.439849061916215,3.92994673454142,0.00310506314584521,1
"UBR4",-0.643595970146356,4.23791822550914,-3.81736466131132,0.00370945845203213,1
"C11orf21",0.675405690069462,1.37947861674248,3.79172221623073,0.00386367953949434,1
"BMX",-0.552492870165032,0.556514399136404,-3.77762984968937,0.00395128667674052,1
"NUP62CL",-0.475266226250929,2.98838424806637,-3.74321138563779,0.00417412687216928,1
"CRB2",0.631627398139311,0.275468546787515,3.7374530400343,0.00421267727220301,1
"FHIT",-0.51452986099638,0.641417149445613,-3.68834723706089,0.0045569755386099,1
"KLHL13",-0.534271088808892,0.201548578829753,-3.63648588929236,0.0049527416810574,1
"MCIDAS",0.305998849338992,0.555381195736339,3.5898104482838,0.00533967185352561,1
"CCDC107",1.74537865890714,0.617138615062303,3.5217133849386,0.00596168948915298,1
"IPP",-0.381732135098966,2.15464490262292,-3.50893315187877,0.00608660945081143,1
"WAS",1.21320140208786,1.57758923410978,3.48549690259188,0.00632281785715034,1
"TTYH2",0.493638942277996,0.785975162242233,3.48291891255923,0.00634937699860424,1
"PLCB2",0.781094365865212,0.915627369900594,3.47496744890874,0.00643202859495196,1
"DLK1",1.20951271920213,3.38473551921408,3.46912318781943,0.0064934898839767,1
"ANO5",0.265945069173443,0.118423472868876,3.41605622448305,0.0070803090975524,1
"MYO3B",0.492499597284293,0.492520660997968,3.38820341771987,0.00741009116668233,1
"ZDHHC23",-0.305038609010812,0.288398615621426,-3.38680521698693,0.0074270604070135,1
"MFI2",0.306543460585692,1.31077918427437,3.38060030637784,0.00750285390771482,1
"FAM171A1",1.03921892140756,2.80189307420441,3.37868074757781,0.00752646358626365,1
"SHF",0.346752859020881,0.582055686398358,3.37055588363234,0.00762725188488739,1
"C12orf10",-0.367887362692227,0.778019244454867,-3.35978161052404,0.0077630680979555,1
"PYCARD",0.979207213522725,1.8284600774965,3.34534466238081,0.00794899422142823,1
"FGF13",-1.30146013275675,2.58484436573771,-3.29838864942632,0.00858624763560154,1
"RASSF5",0.826907509926813,3.16611274470441,3.2679859897829,0.00902683002513329,1
"SH3BGRL2",-0.751525564647249,2.16429763269326,-3.24111053450568,0.00943573525925965,1
"HCN3",1.22307869503884,0.589061590335776,3.23315097929324,0.00956047243604929,1
"CLTCL1",0.466088536607515,2.11021529734542,3.20196456914802,0.0100658233164887,1
"ALS2",-0.262554467223429,2.53376989797247,-3.19440593807738,0.0101923990011934,1
"TROVE2",2.88652472507763,3.28674261164804,3.1905125816775,0.0102582351842698,1
"TPM1",-0.40302795335589,3.27652096247603,-3.18990000267693,0.0102686336297264,1
"ZMYM6",-0.312115182268904,2.51047892626315,-3.18206862372748,0.0104025306913319,1
"GGACT",-0.407715747687489,0.553254569191866,-3.17509996535861,0.0105231886308864,1
"ZFYVE9",-0.371286669471356,1.96989445069025,-3.16145521401839,0.0107636278129013,1
"ALDH1A1",-0.64403817056805,1.47220130217551,-3.14599518221489,0.0110428955554399,1
"LRP8",-0.379615210252253,2.52664360011564,-3.1441965108274,0.011075866817843,1
"NEK6",0.556465036558745,2.79521861608078,3.13980622858262,0.0111567702716387,1
"TMEM117",0.378538856145359,0.549154031248457,3.13505754017974,0.0112449624617898,1
"CD9",0.786666796297285,0.959376045288917,3.13234552164457,0.0112956509138697,1
"COLGALT2",-0.537448461496031,1.64810894839083,-3.1312668826687,0.0113158762083753,1
"RYR1",0.259312824235283,0.575553718984975,3.12491684126895,0.0114357008979917,1
"VCX",-1.27100217573129,0.731709529119078,-3.11961381598949,0.0115367668945528,1
"OMA1",-0.33871620353562,3.48734211423705,-3.09645640680355,0.0119889666589404,1
"GAB1",-0.36817421428445,2.46676604772101,-3.07989484730386,0.0123234904510207,1
"AMHR2",0.431315313898439,1.54583032789017,3.07953188531708,0.0123309281058927,1
"PTPN6",0.540432898045402,0.884214232698404,3.05951050085253,0.0127484064246177,1
"AURKC",-0.690758187752923,1.16269316065033,-3.04428624488448,0.0130755289738997,1
"DCAF4L2",-1.14678948728651,1.0432013291542,-3.04414363963696,0.0130786334219758,1
"MUC15",-0.268830065991019,0.0869785805448362,-3.03164144864714,0.013353753566741,1
"HES1",0.303766634910014,3.11746642616838,3.01947669055595,0.013627133607217,1
"USH1G",0.242294037000651,0.230570399662122,3.01786132700987,0.0136638639303628,1
"GPR162",0.288328156358677,0.261177025733236,3.01566259321823,0.0137140217260185,1
"TNFSF9",0.613705697936898,1.81711826187266,3.00924614789265,0.0138614733982874,1
"ZNF329",-0.463500456565205,1.20716467670122,-2.99619124283644,0.0141665012069154,1
"AMIGO2",0.400767255867767,1.41695929635174,2.99404003434182,0.0142174184510239,1
"OR52A1",-0.341936057296787,0.171488242522804,-2.99052754528796,0.0143009581456664,1
"SPATA31C2",0.417258103063913,0.700535649092971,2.9735726263733,0.0147113122318848,1
"CNR1",-0.262896538992203,0.0925566862295055,-2.96287773924173,0.014976318614487,1
"RTN2",0.525708640186191,2.36282785065347,2.96042630284432,0.0150377452285222,1
"KCNN1",0.474281840632341,0.7310916406182,2.94748329536873,0.0153663484380012,1
"VAMP3",-0.307032846594012,4.65194437836528,-2.93877125094682,0.0155916467779106,1
"PDIK1L",-0.250295085983196,3.26337005133537,-2.9258963123704,0.0159307776119169,1
"DHDH",0.26979058551061,0.506868287979702,2.90916854040003,0.0163826400033504,1
"CA1",-1.27229502574083,2.32196788143682,-2.88877521022175,0.0169512015353591,1
"VCX3A",-1.01693007376504,0.667874404918359,-2.88410786046767,0.0170841229046463,1
"SP6",0.317019478247038,0.77296314558196,2.87577560045506,0.0173240557832247,1
"IFIH1",-0.292967673404203,0.225104209873869,-2.86989312746588,0.0174955039934901,1
"SLC25A35",0.568386378341168,0.424135110549338,2.86617691257555,0.0176047023069678,1
"CROT",-0.383869245610756,1.04840804197547,-2.85321235092967,0.0179911024161676,1
"CDK6",-0.2383188708986,4.44689474144124,-2.84831226295819,0.0181393773189336,1
"ST8SIA6",0.280635192701831,1.82181504564347,2.84709651898078,0.0181763568175295,1
"ASNS",-0.602863349788509,6.35033168998171,-2.83655771856529,0.0185001380618043,1
"PSTK",-0.412146022054894,1.69101123230436,-2.83429000871787,0.0185705693709116,1
"IFIT3",-0.216869904113074,0.187424239843815,-2.82817982605131,0.0187616970159089,1
"ARL8A",0.289863312615505,2.88821060066645,2.82426559363791,0.018885181057428,1
"RBBP4",-0.227805476966234,5.2073546312549,-2.8156689317614,0.0191592810852672,1
"LONRF3",-0.314514959642112,2.36921797838356,-2.81016787695929,0.0193367894613812,1
"LIFR",1.1725946679857,2.39007684086745,2.80465115915963,0.0195164751776257,1
"TNFSF12",0.317129434103119,0.279510456724407,2.79621175606465,0.019794631004507,1
"CD3G",0.267819671712465,0.367855286000751,2.79499319243526,0.019835123864337,1
"ALX1",1.27609389168092,1.783505829639,2.79316329675946,0.019896088698058,1
"SLC16A9",-0.690425259466922,2.49765545888625,-2.78784818011989,0.0200742438387703,1
"BPGM",-0.316000530781349,3.7730910000064,-2.7783090581054,0.020398035981709,1
"PTPRCAP",0.401692634719013,0.555234237654779,2.77566843913332,0.0204885972897896,1
"LZIC",-0.446040028440612,4.90133939339059,-2.77446919082522,0.0205298601197891,1
"MAGEA1",-1.71078512292992,0.798117590333833,-2.76354495527974,0.020909619229993,1
"STX11",0.227199634313812,0.188882752917546,2.75842484564933,0.0210900431618499,1
"HRASLS",-0.469972619933187,0.369301308482968,-2.75165521259075,0.0213310080911455,1
"MAGEA9",-1.18470145940391,0.972274234826786,-2.74339387612627,0.0216288369329083,1
"SGK1",-0.504699699228734,1.39644677180336,-2.74018565054945,0.0217456238994914,1
"CSAG3",-0.331526285358485,2.16252852214238,-2.73947053137977,0.0217717424643801,1
"SLC39A6",-0.274461942113851,3.37603820962248,-2.73918592487948,0.0217821460508777,1
"FAM156A",0.333311832494026,1.21618919476303,2.73840584563544,0.0218106869913214,1
"FOXJ3",-0.395434000214119,3.66761620756915,-2.73839274100862,0.0218111667752173,1
"SPRR2D",-0.413802731347358,0.568012416619286,-2.72231815211783,0.0224077688964797,1
"SPRY2",0.367859482967483,1.96126300299433,2.71864901395571,0.0225462364137794,1
"STIL",-0.270859724863373,4.04091617869143,-2.71723308089267,0.0225999016507026,1
"SYBU",-0.550053624047588,0.963867108238298,-2.71660525045715,0.0226237381761783,1
"C9orf85",-0.32371627476098,2.16291783814528,-2.70797003953847,0.0229541667594534,1
"PLAUR",-0.37128417551695,2.07204388791187,-2.70712901800979,0.0229866071366926,1
"SPEN",-0.332245918898563,3.82129379314903,-2.70433009549684,0.0230949014592882,1
"MNX1",0.452735836242835,0.971454251405169,2.6986046760169,0.0233180278365632,1
"WNK1",-0.234602321831738,4.23990965376186,-2.68954222372814,0.0236756429411643,1
"APOC1",0.745677747000269,6.44216853577203,2.68790163329277,0.0237409696597673,1
"TLE6",0.258764368144507,0.268610921359694,2.6842526400385,0.0238869194315743,1
"SLC12A7",0.796033220750429,1.4090037629548,2.68317063857723,0.0239303696294936,1
"C10orf54",0.632892795220829,1.47609770358185,2.68007025633625,0.0240553127828166,1
"MESP2",0.219089863961277,0.173659560164054,2.67614763762223,0.0242143311305226,1
"ZNF618",-1.30240961009957,0.507267266006547,-2.67130508342322,0.0244120997719467,1
"FHL2",-0.846072096796386,2.81461035851555,-2.6663424809019,0.0246164541905053,1
"GPSM3",0.32017796180741,1.0598634211386,2.65841603094646,0.0249464245005942,1
"SDPR",0.450504109136323,5.00339639665848,2.65544043158522,0.0250714385190391,1
"CCDC24",0.772065938930868,0.463359817945681,2.65524939422367,0.0250794860208612,1
"JADE3",-0.220828200499125,2.10873131252,-2.65515878377121,0.0250833039173077,1
"EPPK1",0.294247759653491,1.37718883969462,2.64994728947202,0.025303875583599,1
"VCY1B",-0.282996473440915,0.180201295540148,-2.64118026889129,0.0256793288391093,1
"ZNF569",-0.301848566999094,1.73421267040847,-2.63778874515512,0.025826066605208,1
"SNIP1",-0.229611335515082,2.325932992923,-2.62892622410756,0.026213491386372,1
"GNL2",-0.356892903102038,6.10501397687116,-2.62783357975458,0.0262616576839478,1
"TCEA2",0.375455875283493,1.02383891704723,2.62425912016826,0.026419848269962,1
"FZD2",0.244771317782076,0.70756244437065,2.61405562589675,0.0268766800880007,1
"SNRPD3",0.248263203106569,5.3678392703125,2.61375609132119,0.0268902096661585,1
"NXF2",-0.255322257232523,0.143641310475448,-2.61196669317035,0.026971176474685,1
"KHK",0.413968028731427,2.13896095317935,2.61084861275416,0.0270218912266351,1
"TRAF3IP1",0.253322381073539,2.05177983052185,2.60929875889575,0.0270923485057272,1
"HIST1H1D",0.358493387983217,0.963572578378001,2.60596613497113,0.0272444746113193,1
"STK38L",0.65686087183614,2.1999972343171,2.59710636509329,0.0276530683148537,1
"STX1A",-0.535909249881727,1.43087563715567,-2.59214454981581,0.0278845666907576,1
"ZC3HAV1",-0.279470709536422,3.87909227308175,-2.5883438038265,0.0280632032104064,1
"TTC30A",0.335335051931112,0.857012058682516,2.57917266244093,0.0284989714844363,1
"IFI27L2",0.777618563399562,1.20220883240736,2.57290740101156,0.0288005442205509,1
"CD33",0.987316281752173,3.45060658104631,2.57212312179651,0.0288385184146654,1
"PASD1",-0.350285455223508,0.608968855808243,-2.57099452759269,0.0288932517749369,1
"LPAR5",0.296659834206357,2.07200313543132,2.56264695671096,0.0293013145324085,1
"ZNF302",-0.231637916543139,0.108948024550162,-2.55682102372516,0.0295895101822027,1
"COL15A1",-0.631894843063096,0.864951840589981,-2.55397019332816,0.0297315622918524,1
"RP2",0.207777255189058,1.83587876166257,2.55317025132149,0.0297715440500165,1
"LPCAT1",0.570750071326315,3.44883009218475,2.55269075743674,0.0297955352298315,1
"NCALD",-0.494446756086081,1.67638278349027,-2.55168991291078,0.029845673964809,1
"ASIP",0.290440248303776,0.135425997717643,2.54637588084368,0.0301132996040719,1
"PVRL1",-0.287901628907916,0.176859212246017,-2.54065012536109,0.0304043366429595,1
"NTSR1",0.236912615521604,0.350768467891024,2.53930845101076,0.0304729373223876,1
"GRAP2",-0.434630511159502,3.86448456921013,-2.53868016815883,0.0305051147949398,1
"PIGK",-0.315774510120262,2.84341000908309,-2.53052277594154,0.0309259785959369,1
"GPRC5C",0.682422117438919,1.24491983814481,2.52777885994656,0.0310688401127141,1
"PLA2G4A",1.32986872932375,1.7337416388097,2.52339449589864,0.0312984751795239,1
"CT47A12",-0.443314957654796,0.170220914388799,-2.5201304799458,0.0314705264868709,1
"SPI1",0.493066230146169,3.06798403631811,2.51550980005774,0.0317156988242639,1
"BOK",0.238225926040122,1.1328982473658,2.51394025660567,0.0317994097729561,1
"FMNL3",0.217567996425598,1.15245033479071,2.50680323618879,0.0321828377291028,1
"VMAC",0.245250239377537,0.632884530480552,2.50477626533257,0.032292569471135,1
"GSDMD",-0.732410081460958,0.605527432004448,-2.49907506658557,0.0326032051340142,1
"GYPA",-0.678535694006034,5.52654354288102,-2.48921740562669,0.0331473249253311,1
"MAGEA8",-0.463030609931791,0.727412905205266,-2.48598198181043,0.0333278695816768,1
"GYPB",-0.952716375026616,5.6536999182094,-2.4711752943077,0.0341666425436753,1
"CERS4",0.486282770317291,0.518459494959616,2.46361049000337,0.034603216496571,1
"IGSF1",-0.318288218858621,0.253355548916998,-2.46014071133491,0.0348053055828448,1
"APH1B",0.22451241072459,1.6759077356361,2.45721996209437,0.0349763232788296,1
"MEIOB",-0.237901402151429,5.56594157849461,-2.456952531731,0.034992023552286,1
"ZNF607",-0.266354728035755,2.24148036315852,-2.45587091580913,0.0350555941417723,1
"CALHM2",-0.249124470143189,0.701059487050416,-2.45467973752022,0.0351257363924389,1
